"ind","block","trial","s","d","r_time"
1,6,20,4,1,0.96788517688401
1,6,21,3,2,1.92995633068494
1,6,22,1,2,2.18316447746474
1,6,23,4,4,4.37537276290823
1,6,24,2,2,2.07936971122399
1,6,25,4,4,1.17990937724244
1,6,26,2,2,0.709222898236476
1,6,27,1,1,1.50886232277844
1,6,28,3,2,1.80145974911284
1,6,29,4,2,1.57664640853181
1,6,30,1,1,2.1162455676822
1,6,31,3,4,1.17835076048505
1,6,32,4,3,1.55592187074944
1,6,33,3,1,6.15313887118828
1,6,34,4,2,1.54504302784335
1,6,35,3,3,3.36530607007444
1,6,36,2,1,1.68778507784009
1,6,37,2,2,2.7585615295684
1,6,38,2,2,1.06558129109908
1,6,39,2,2,1.03454203670844
1,6,40,1,1,0.726295839529485
1,7,41,2,2,1.20205124351196
1,7,42,2,2,0.885464258026332
1,7,43,4,4,1.42980974004604
1,7,44,3,2,0.904863150673918
1,7,45,1,4,1.51331443793606
1,7,46,4,3,1.9188164640218
1,7,47,1,2,1.50002001295798
1,7,48,4,3,1.83481400774326
1,7,49,4,3,2.58016321691684
1,7,50,2,4,1.61425881041214
1,7,51,4,3,1.70964368362911
1,7,52,1,1,1.09913704765495
1,7,53,3,3,0.923450919450261
1,7,54,1,1,0.696360548143275
1,7,55,4,4,2.12022250320297
1,7,56,4,4,0.670089853112586
1,7,57,3,3,1.28724626731128
1,7,58,2,3,1.29538145230617
1,7,59,3,2,0.919008041149937
1,7,60,1,1,1.38018921669573
1,7,61,1,1,0.969683606992476
1,7,62,3,2,1.01459064939991
1,7,63,1,3,1.76098771684337
1,7,64,2,2,1.06032284162939
1,7,65,3,2,1.34856941504404
1,7,66,1,2,0.681674110237509
1,7,67,1,1,0.610517583205365
1,7,68,4,4,1.51890677888878
1,7,69,2,3,1.98254458873998
1,7,70,1,1,1.52393225696869
1,7,71,2,3,1.16318640625104
1,7,72,4,3,2.03881899558473
1,7,73,3,3,0.823060752241872
1,7,74,3,3,0.714342796476558
1,7,75,2,2,3.19274128018878
1,7,76,3,4,1.49838579178322
1,7,77,4,4,3.60059320472647
1,7,78,2,3,1.43303268274758
1,7,79,3,3,0.81925007828977
1,7,80,2,2,2.8818998974748
1,8,81,2,2,1.13958615914453
1,8,82,3,2,3.67944942112081
1,8,83,3,3,1.86770745483227
1,8,84,1,1,1.85358822217677
1,8,85,3,2,2.24576811306179
1,8,86,3,3,1.00479011191055
1,8,87,1,2,2.72686133405659
1,8,88,1,1,0.820137832895853
1,8,89,4,2,0.951549123274162
1,8,90,4,3,1.15619521029294
1,8,91,2,2,1.28031562326942
1,8,92,2,2,0.742105056066066
1,8,93,1,1,1.07642250275239
1,8,94,4,4,1.44649815873709
1,8,95,4,4,2.96805691206828
1,8,96,1,1,0.811647546011955
1,8,97,1,1,3.17482505762018
1,8,98,4,4,0.857001373544335
1,8,99,2,2,2.11598112282809
1,8,100,2,2,0.655215259175748
1,8,101,2,3,1.64828085200861
1,8,102,1,1,0.879688208340667
1,8,103,4,4,1.29454980231822
1,8,104,4,4,0.741563850780949
1,8,105,3,3,1.370283311815
1,8,106,2,3,1.43200740311295
1,8,107,3,3,0.975676549365744
1,8,108,1,1,2.90026016847696
1,8,109,3,2,1.89639475836884
1,8,110,4,4,1.4461772670038
1,8,111,2,3,1.57565020758193
1,8,112,2,2,0.651716240099631
1,8,113,4,3,2.15682228305377
1,8,114,3,2,0.711188274202868
1,8,115,1,1,1.12449296214618
1,8,116,1,1,2.37893028138205
1,8,117,3,3,1.08517586614471
1,8,118,2,3,0.66957020026166
1,8,119,4,4,1.43146003992297
1,8,120,3,2,1.37831997137982
1,9,121,2,2,1.90365724114235
1,9,122,1,1,0.910559832700528
1,9,123,4,4,2.29922736273147
1,9,124,1,1,0.922615164425224
1,9,125,2,3,1.23267929139547
1,9,126,2,2,0.832922867964953
1,9,127,2,3,1.60929422650952
1,9,128,3,2,1.85275999316946
1,9,129,3,3,0.837619586032815
1,9,130,3,3,0.760592589038424
1,9,131,1,1,3.13399723928887
1,9,132,1,1,1.39302659325767
1,9,133,1,1,0.588268296909519
1,9,134,1,1,0.640628372901119
1,9,135,2,2,1.17693856358528
1,9,136,4,4,0.979887140565552
1,9,137,2,2,1.23142001405358
1,9,138,2,2,0.928726132027805
1,9,139,4,3,1.02279254421592
1,9,140,1,1,0.862886553863063
1,9,141,1,1,1.84706570580602
1,9,142,4,4,1.16785883507691
1,9,143,3,3,3.6034648087807
1,9,144,4,4,2.37180840235669
1,9,145,1,1,1.79791180952452
1,9,146,4,4,0.935712196514942
1,9,147,4,4,0.980416030273773
1,9,148,4,4,0.823272855370305
1,9,149,4,4,0.720922443782911
1,9,150,3,3,1.59872053854633
1,9,151,3,3,0.793978321016766
1,9,152,3,3,0.708712824154645
1,9,153,1,1,1.47328816447407
1,9,154,4,4,1.3137427495094
1,9,155,3,3,1.79908727190923
1,9,156,3,3,1.09220914065372
1,9,157,2,2,1.0755874319002
1,9,158,3,2,0.676977734314278
1,9,159,2,4,1.7826225879835
1,9,160,2,3,0.935492909047753
1,10,161,1,1,0.840898291324265
1,10,162,1,1,0.706099165021442
1,10,163,3,2,2.20199753344059
1,10,164,1,1,0.902079808991402
1,10,165,1,1,1.47902931983117
1,10,166,2,2,2.63764353317674
1,10,167,4,4,1.13539575214963
1,10,168,2,2,1.05288725509308
1,10,169,3,3,0.965666987700388
1,10,170,4,2,2.1126490496099
1,10,171,1,1,0.727474038721994
1,10,172,3,4,1.89292105473578
1,10,173,2,2,2.32937954680528
1,10,174,1,2,1.07972378691193
1,10,175,1,2,0.695915473508649
1,10,176,3,3,2.43742321955506
1,10,177,3,3,0.8615287510911
1,10,178,4,3,2.76151729072444
1,10,179,3,3,2.27821716968901
1,10,180,4,4,2.64409523434006
1,10,181,2,3,1.50876858679112
1,10,182,1,1,1.25041283166502
1,10,183,4,2,3.21250348514877
1,10,184,2,3,5.58881737058982
1,10,185,4,4,1.6179158805171
1,10,186,2,2,1.93261309468653
1,10,187,2,2,1.53003056673333
1,10,188,4,3,1.65028556960169
1,10,189,1,1,0.771011304808781
1,10,190,3,3,4.56084642873611
1,10,191,3,3,0.868874364765361
1,10,192,4,2,4.4733969529625
1,10,193,3,2,0.840403611888178
1,10,194,4,4,2.2200844649924
1,10,195,4,4,1.6294440330239
1,10,196,3,3,2.05610096117016
1,10,197,1,1,0.839087203494273
1,10,198,2,2,1.66799208382145
1,10,199,2,2,1.00551228923723
1,10,200,2,2,0.689898925949819
2,1,1,2,1,1.56101474288153
2,1,2,2,1,1.57606825616676
2,1,3,2,2,0.740204337518662
2,1,4,4,4,1.2933349981904
2,1,5,4,3,1.03882754809456
2,1,6,3,4,0.843908788752742
2,1,7,2,1,1.39305738249095
2,1,8,4,4,0.677640727953985
2,1,9,4,2,1.08845833456144
2,1,10,1,2,1.21162736200495
2,1,11,3,4,1.15223982714815
2,1,12,3,3,2.42387256020447
2,1,13,4,2,1.93983178847702
2,1,14,1,3,1.08221497345949
2,1,15,1,1,0.869795987498946
2,1,16,1,1,1.230693731457
2,1,17,4,4,1.01813277316978
2,1,18,2,3,0.830479917756747
2,1,19,2,2,0.963801505567972
2,1,20,1,1,1.03487934917212
2,1,21,3,1,1.12542758468771
2,1,22,3,3,0.996013485651929
2,1,23,4,2,2.27420362934936
2,1,24,1,2,1.46645091439132
2,1,25,1,1,1.14020365331089
2,1,26,4,4,1.36210878501879
2,1,27,4,4,1.14439508673968
2,1,28,2,1,1.12026252906071
2,1,29,1,1,1.24111963133328
2,1,30,3,2,2.02046248764964
2,1,31,4,2,0.888267099508084
2,1,32,1,1,0.922995581757277
2,1,33,3,1,0.962655121868011
2,1,34,3,3,1.20098662207602
2,1,35,2,1,1.16746028623311
2,1,36,2,3,0.653500301938038
2,1,37,2,3,1.29700985766249
2,1,38,3,1,0.89739095926052
2,1,39,1,3,2.36954573990079
2,1,40,3,1,1.10376226645894
2,2,41,1,1,3.51868304423988
2,2,42,1,1,0.850607829692308
2,2,43,4,4,1.12711551587563
2,2,44,3,2,1.06251742586028
2,2,45,4,4,1.25745842180913
2,2,46,3,3,1.25268986233277
2,2,47,2,1,0.856325722124893
2,2,48,2,3,1.08396106195869
2,2,49,1,1,0.869973196298815
2,2,50,3,4,1.73726431309478
2,2,51,4,2,0.97619038663106
2,2,52,1,1,1.33701628923882
2,2,53,1,1,1.43222669046372
2,2,54,2,3,1.02822341310093
2,2,55,2,2,2.49694143724628
2,2,56,4,4,1.27382526459405
2,2,57,2,1,1.31583641370526
2,2,58,1,1,0.930934058153071
2,2,59,4,2,0.850762459740508
2,2,60,1,1,1.08799923368497
2,2,61,4,1,0.819283604272641
2,2,62,3,4,0.864681562932674
2,2,63,4,1,2.35585208190605
2,2,64,2,1,1.26710227649892
2,2,65,4,1,2.12527227040846
2,2,66,3,3,1.26117022824474
2,2,67,3,3,1.06400385888992
2,2,68,4,1,0.738879034470301
2,2,69,4,1,1.12453777744668
2,2,70,1,3,0.940794463444036
2,2,71,3,3,0.926467916870024
2,2,72,2,2,0.9592279442586
2,2,73,1,4,1.43039610277629
2,2,74,3,3,0.737622836022638
2,2,75,3,3,0.850592777191196
2,2,76,2,1,1.41532822122099
2,2,77,2,3,1.32362333888886
2,2,78,1,3,0.962833699129988
2,2,79,2,3,0.777569741767365
2,2,80,3,3,0.690794206864666
2,3,81,2,3,1.78058023913763
2,3,82,3,4,1.61802432691911
2,3,83,1,2,1.39784441544907
2,3,84,4,4,1.11514878866728
2,3,85,4,4,1.41737570153782
2,3,86,3,3,0.934327367693186
2,3,87,1,4,0.895783764193766
2,3,88,2,1,1.79508844192605
2,3,89,1,1,1.33211602049414
2,3,90,3,3,1.07022258866346
2,3,91,3,3,1.01690154819516
2,3,92,3,3,0.719129145203624
2,3,93,2,2,1.09552239824552
2,3,94,2,2,0.793445668183267
2,3,95,4,4,0.83219658548478
2,3,96,1,2,1.25179218675476
2,3,97,2,3,0.896194970759097
2,3,98,4,4,0.969435240956955
2,3,99,3,3,0.737045709916856
2,3,100,2,3,0.987834853644017
2,3,101,4,4,0.937967674806714
2,3,102,3,1,1.06713032885455
2,3,103,4,4,0.893590548424982
2,3,104,3,3,0.76733952423092
2,3,105,1,2,1.495807027095
2,3,106,4,4,1.56875548430253
2,3,107,1,1,1.35985672770767
2,3,108,2,1,1.17599744105246
2,3,109,2,3,0.766544137150049
2,3,110,3,4,0.94143145729322
2,3,111,4,4,0.669336202437989
2,3,112,3,3,0.85860206867801
2,3,113,1,2,1.56551167339785
2,3,114,1,4,0.859166879090481
2,3,115,1,1,1.42295401636511
2,3,116,1,4,1.39356882497668
2,3,117,4,4,0.624202346487436
2,3,118,2,3,0.838747154106386
2,3,119,2,3,0.642940982303116
2,3,120,4,4,0.968297067680396
2,4,121,3,3,1.48902964481385
2,4,122,4,4,0.985868793621194
2,4,123,1,4,1.80935375223635
2,4,124,4,4,0.877856936363969
2,4,125,3,3,0.985545849311166
2,4,126,1,2,0.76050774770556
2,4,127,1,4,1.2248875767109
2,4,128,2,2,1.90878261305625
2,4,129,1,1,1.39907803520327
2,4,130,3,3,1.05175626603886
2,4,131,1,1,1.22198963083792
2,4,132,2,3,2.77850470645353
2,4,133,4,4,0.807535480242223
2,4,134,2,2,0.958270058734342
2,4,135,3,3,1.14963198377518
2,4,136,2,1,1.2856308617047
2,4,137,3,4,0.663936464872677
2,4,138,3,3,1.07570922019659
2,4,139,3,3,0.927075147861615
2,4,140,1,1,1.23904751968803
2,4,141,3,3,1.02647048258223
2,4,142,4,4,0.622608493373264
2,4,143,3,3,0.715843597834464
2,4,144,2,2,0.725457689666655
2,4,145,1,1,1.27788396243704
2,4,146,2,4,1.95799227192765
2,4,147,4,1,1.16620990354568
2,4,148,2,1,0.829038984200452
2,4,149,1,3,0.977419559028931
2,4,150,4,4,1.07196422980633
2,4,151,4,1,0.995036442414857
2,4,152,4,4,1.31170895334799
2,4,153,4,1,1.2411144998041
2,4,154,1,1,1.6450230149203
2,4,155,2,3,0.847695173462853
2,4,156,4,4,0.915893886820413
2,4,157,2,2,2.01291606016457
2,4,158,3,4,1.25660829839762
2,4,159,1,1,1.34111706557451
2,4,160,2,4,2.54680006363196
2,5,161,2,2,1.88545981072821
2,5,162,1,1,3.05997868708801
2,5,163,3,2,1.43517047795467
2,5,164,2,4,1.97213682025904
2,5,165,2,2,1.02243812655797
2,5,166,3,3,1.64896368759219
2,5,167,4,1,1.21747012168635
2,5,168,1,1,1.45329367235536
2,5,169,3,3,0.981718070339411
2,5,170,1,1,1.03669351595454
2,5,171,1,1,1.11666122154566
2,5,172,3,3,1.06029889447382
2,5,173,2,1,3.02076730050612
2,5,174,4,4,0.630008501233533
2,5,175,1,4,1.55409915139899
2,5,176,3,3,1.61351781751728
2,5,177,2,1,1.95946194202406
2,5,178,4,4,1.19454518397106
2,5,179,3,3,0.883778037445154
2,5,180,4,4,1.01393826084677
2,5,181,3,3,0.961161504674237
2,5,182,2,4,1.47266451257747
2,5,183,3,3,1.05531549500301
2,5,184,4,1,1.27480196568649
2,5,185,3,3,2.77914170036092
2,5,186,4,1,3.32546658429783
2,5,187,2,2,1.65008988726186
2,5,188,2,1,1.44344797736267
2,5,189,4,1,0.780873078445438
2,5,190,4,1,0.864747246494517
2,5,191,1,1,1.01792306470452
2,5,192,3,3,0.917795973829925
2,5,193,4,3,1.81409015413374
2,5,194,4,4,0.878818927158136
2,5,195,2,2,1.48003509966657
2,5,196,1,1,1.86372846679296
2,5,197,1,1,0.774387167068198
2,5,198,1,1,1.12963099172339
2,5,199,2,2,1.20059696794488
2,5,200,1,1,0.964216475258581
2,6,1,1,2,3.88841732193237
2,6,2,2,2,1.41969371714777
2,6,3,3,3,2.19079748829586
2,6,4,1,2,1.6596579334032
2,6,5,4,4,0.858335713784754
2,6,6,4,2,1.20506582874782
2,6,7,1,4,2.4382981853264
2,6,8,2,2,0.935745258055249
2,6,9,3,3,1.2725691599544
2,6,10,4,4,1.15326766138196
2,6,11,3,3,1.01816521074261
2,6,12,2,2,0.903669544304648
2,6,13,1,1,0.811731662969123
2,6,14,2,3,0.823121225131445
2,6,15,4,4,0.735581733869367
2,6,16,4,4,1.05476726026859
2,6,17,4,4,1.45277041785903
2,6,18,2,2,1.38744661089299
2,6,19,3,3,1.15659938113959
2,6,20,3,3,0.874648448658263
2,6,21,4,1,1.3809874055587
2,6,22,4,2,1.21225405090127
2,6,23,3,2,0.928121883675431
2,6,24,4,1,1.37999155011016
2,6,25,2,3,1.02917675151343
2,6,26,1,1,0.851892929289534
2,6,27,1,1,0.747628129581017
2,6,28,1,1,1.50498629031017
2,6,29,3,3,2.43149995809267
2,6,30,4,4,1.03031047358718
2,6,31,1,1,3.53048135294034
2,6,32,3,3,1.75592099523965
2,6,33,3,3,1.25659955219021
2,6,34,3,3,1.80228454918824
2,6,35,2,3,1.52485311046598
2,6,36,1,1,2.81034547049967
2,6,37,2,2,1.27600761516396
2,6,38,1,1,1.04675799617871
2,6,39,2,2,0.807741057057228
2,6,40,2,2,0.825302459875729
2,7,41,1,1,1.68001224720888
2,7,42,1,1,1.90738954847825
2,7,43,2,2,1.66648318660054
2,7,44,3,3,1.5409068750289
2,7,45,2,3,3.6142255778509
2,7,46,4,3,1.70401027670823
2,7,47,3,3,1.13449898481576
2,7,48,4,4,1.30011443271997
2,7,49,3,3,1.05353227635578
2,7,50,1,1,3.13663369385063
2,7,51,2,2,1.01259341490163
2,7,52,1,1,1.0670856261213
2,7,53,3,3,1.08236726916311
2,7,54,2,2,1.89345783522026
2,7,55,1,1,1.25037023859818
2,7,56,2,1,2.60615576191822
2,7,57,4,4,0.993406006948135
2,7,58,1,1,2.26365709183528
2,7,59,4,4,0.963499896514577
2,7,60,1,4,2.76904090328298
2,7,61,4,4,2.61493201601729
2,7,62,1,2,1.28150414882748
2,7,63,3,3,1.38527495497101
2,7,64,4,4,1.33442474894082
2,7,65,3,3,1.00809923660199
2,7,66,2,2,1.81998176602701
2,7,67,3,3,0.977491135312675
2,7,68,3,3,0.855177097035039
2,7,69,1,1,1.25032131818284
2,7,70,2,3,0.996775699895352
2,7,71,1,1,2.08565622632022
2,7,72,3,3,1.08460837154894
2,7,73,4,1,4.07197185194559
2,7,74,2,3,1.33675787644347
2,7,75,2,2,1.70522268196783
2,7,76,2,2,0.6179517398391
2,7,77,3,3,0.845384119338405
2,7,78,4,1,2.0490158615039
2,7,79,4,4,1.06235813507169
2,7,80,4,4,0.921405418534732
2,8,81,4,4,0.873126442168768
2,8,82,1,4,2.91607548796401
2,8,83,3,3,1.05916667664474
2,8,84,4,4,1.07862537053779
2,8,85,3,3,0.904597321692791
2,8,86,2,2,1.02525046055325
2,8,87,2,2,1.71675832117444
2,8,88,1,1,2.21209702663077
2,8,89,2,2,2.74435867216994
2,8,90,4,4,2.75765065691917
2,8,91,2,3,1.71617127618993
2,8,92,2,2,0.645073491805988
2,8,93,3,3,0.710872476792701
2,8,94,1,1,1.29071452885023
2,8,95,1,1,1.63756095808753
2,8,96,4,3,6.28444108425424
2,8,97,3,3,1.70235998241583
2,8,98,1,1,1.7449416119448
2,8,99,3,3,1.12644216871399
2,8,100,1,1,1.51772988746598
2,8,101,1,1,1.75631372696625
2,8,102,2,3,1.26760322464224
2,8,103,4,3,1.89236003373117
2,8,104,3,3,1.45361609105339
2,8,105,2,2,2.20658749313679
2,8,106,2,2,0.835266830076762
2,8,107,2,2,2.56501163998018
2,8,108,4,4,0.767013956002756
2,8,109,1,2,1.22225673639241
2,8,110,4,4,0.662825102673196
2,8,111,3,4,0.641890243798116
2,8,112,2,4,1.89492647398401
2,8,113,4,1,1.04012192472737
2,8,114,4,1,1.1168523988963
2,8,115,1,1,0.938299040578386
2,8,116,3,3,0.958744695299629
2,8,117,4,4,4.18870212085403
2,8,118,3,3,1.80738150910929
2,8,119,1,1,1.56649943638877
2,8,120,3,3,1.13167699526002
2,9,121,3,4,1.24384227100199
2,9,122,2,2,2.26975024930607
2,9,123,3,3,0.944714799109533
2,9,124,4,1,1.70530102305247
2,9,125,4,4,1.48517660098923
2,9,126,3,3,1.28616629862336
2,9,127,1,1,1.86184943117178
2,9,128,1,1,0.971628895887079
2,9,129,4,3,1.57614941594829
2,9,130,1,1,2.11755404765108
2,9,131,2,2,4.13228046108361
2,9,132,4,4,1.84154198517672
2,9,133,4,4,0.934266698367992
2,9,134,2,3,1.03910280642413
2,9,135,3,2,1.04063986534902
2,9,136,4,4,1.71695092392883
2,9,137,2,2,1.71971886155688
2,9,138,1,2,1.47757854206884
2,9,139,3,3,1.02768656039871
2,9,140,1,1,1.72991414980243
2,9,141,3,3,1.46665628960909
2,9,142,4,4,1.12432627522367
2,9,143,2,2,3.34799554584743
2,9,144,2,2,1.46278952418925
2,9,145,1,1,1.5293476308666
2,9,146,3,3,1.25574532647533
2,9,147,4,4,7.41884359664255
2,9,148,4,4,1.19364513541223
2,9,149,3,3,3.31043732456646
2,9,150,1,4,1.89446634839896
2,9,151,3,3,0.83196658359293
2,9,152,2,1,1.94599630873245
2,9,153,1,4,2.02301414757903
2,9,154,1,1,1.18554213570133
2,9,155,2,3,0.953858811576083
2,9,156,2,2,1.43407392456311
2,9,157,3,3,0.81320201223707
2,9,158,2,1,1.24014860859052
2,9,159,1,1,0.998939487498774
2,9,160,4,3,0.864627289723558
2,10,161,1,1,1.8215215617588
2,10,162,4,2,2.70164362332616
2,10,163,3,3,1.40381271349224
2,10,164,4,1,1.85485654857939
2,10,165,1,1,0.872793920184449
2,10,166,4,4,1.00732164146848
2,10,167,2,3,2.61941148398228
2,10,168,3,3,1.21396729174194
2,10,169,4,1,1.64464689209944
2,10,170,2,3,1.97917940279467
2,10,171,1,1,0.97733034793373
2,10,172,4,4,1.27831029569506
2,10,173,1,1,2.92096650319945
2,10,174,3,3,1.81293483150648
2,10,175,2,2,4.2093020630391
2,10,176,3,3,1.06628716283831
